SPREFID,USUBJID,OMEXCLFL,OMSTAT,OMREASND,OMTESTCD,OMTEST,OMSPEC,OMSTRES,OMSTRESU,OMDY,SEX
T105521-4,T105521-4-0075,,,,OWBW,Organ to Body Weight Ratio,KIDNEYS,0.69445,%,31,F
T105521-4,T105521-4-0075,,,,WEIGHT,Weight,OVARIES,0.151,g,31,F
T105521-4,T105521-4-0075,,,,OWBW,Organ to Body Weight Ratio,OVARIES,0.06908,%,31,F
T105521-4,T105521-4-0075,,,,WEIGHT,Weight,UTERUS,0.762,g,31,F
T105521-4,T105521-4-0075,,,,OWBW,Organ to Body Weight Ratio,UTERUS,0.3486,%,31,F
T105521-4,T105521-4-0075,,,,WEIGHT,Weight,ADRENAL GLANDS,0.093,g,31,F
T105521-4,T105521-4-0075,,,,OWBW,Organ to Body Weight Ratio,ADRENAL GLANDS,0.04255,%,31,F
T105521-4,T105521-4-0075,,,,WEIGHT,Weight,SPLEEN,0.504,g,31,F
T105521-4,T105521-4-0075,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.23057,%,31,F
T105521-4,T105521-4-0075,,,,WEIGHT,Weight,THYMUS,0.471,g,31,F
T105521-4,T105521-4-0075,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.21547,%,31,F
T105521-4,T105521-4-0001,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.17984,%,30,M
T105521-4,T105521-4-0001,,,,WEIGHT,Weight,HEART,0.957,g,30,M
T105521-4,T105521-4-0001,,,,OWBW,Organ to Body Weight Ratio,HEART,0.29828,%,30,M
T105521-4,T105521-4-0001,,,,WEIGHT,Weight,LIVER,14.215,g,30,M
T105521-4,T105521-4-0001,,,,OWBW,Organ to Body Weight Ratio,LIVER,4.4306,%,30,M
T105521-4,T105521-4-0001,,,,WEIGHT,Weight,KIDNEYS,2.254,g,30,M
T105521-4,T105521-4-0001,,,,OWBW,Organ to Body Weight Ratio,KIDNEYS,0.70253,%,30,M
T105521-4,T105521-4-0001,,,,WEIGHT,Weight,TESTES,3.211,g,30,M
T105521-4,T105521-4-0001,,,,OWBW,Organ to Body Weight Ratio,TESTES,1.0008,%,30,M
T105521-4,T105521-4-0001,,,,WEIGHT,Weight,EPIDIDYMIDES,1.22,g,30,M
T105521-4,T105521-4-0001,,,,OWBW,Organ to Body Weight Ratio,EPIDIDYMIDES,0.38025,%,30,M
T105521-4,T105521-4-0001,,,,WEIGHT,Weight,PROSTATE GLAND,0.355,g,30,M
T105521-4,T105521-4-0001,,,,OWBW,Organ to Body Weight Ratio,PROSTATE GLAND,0.11065,%,30,M
T105521-4,T105521-4-0001,,,,WEIGHT,Weight,SEMINAL VESICLES,0.779,g,30,M
T105521-4,T105521-4-0001,,,,OWBW,Organ to Body Weight Ratio,SEMINAL VESICLES,0.2428,%,30,M
T105521-4,T105521-4-0001,,,,WEIGHT,Weight,ADRENAL GLANDS,0.069,g,30,M
T105521-4,T105521-4-0001,,,,OWBW,Organ to Body Weight Ratio,ADRENAL GLANDS,0.02151,%,30,M
T105521-4,T105521-4-0001,,,,WEIGHT,Weight,SPLEEN,0.513,g,30,M
T105521-4,T105521-4-0001,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.15989,%,30,M
T105521-4,T105521-4-0001,,,,WEIGHT,Weight,THYMUS,0.577,g,30,M
T105521-4,T105521-4-0001,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.65453,%,30,M
T105521-4,T105521-4-0001,,,,WEIGHT,Weight,BRAIN,2.1,g,30,M
T105521-4,T105521-4-0016,,,,WEIGHT,Weight,BRAIN,1.794,g,44,M
T105521-4,T105521-4-0016,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.5593,%,44,M
T105521-4,T105521-4-0016,,,,WEIGHT,Weight,HEART,0.968,g,44,M
T105521-4,T105521-4-0016,,,,OWBW,Organ to Body Weight Ratio,HEART,0.30178,%,44,M
T105521-4,T105521-4-0016,,,,WEIGHT,Weight,LIVER,14.14,g,44,M
T105521-4,T105521-4-0016,,,,OWBW,Organ to Body Weight Ratio,LIVER,4.4083,%,44,M
T105521-4,T105521-4-0016,,,,WEIGHT,Weight,KIDNEYS,2.431,g,44,M
T105521-4,T105521-4-0016,,,,OWBW,Organ to Body Weight Ratio,KIDNEYS,0.75789,%,44,M
T105521-4,T105521-4-0016,,,,WEIGHT,Weight,TESTES,3.765,g,44,M
T105521-4,T105521-4-0016,,,,OWBW,Organ to Body Weight Ratio,TESTES,1.1738,%,44,M
T105521-4,T105521-4-0016,,,,WEIGHT,Weight,EPIDIDYMIDES,1.418,g,44,M
T105521-4,T105521-4-0016,,,,OWBW,Organ to Body Weight Ratio,EPIDIDYMIDES,0.44208,%,44,M
T105521-4,T105521-4-0016,,,,WEIGHT,Weight,PROSTATE GLAND,0.625,g,44,M
T105521-4,T105521-4-0016,,,,OWBW,Organ to Body Weight Ratio,PROSTATE GLAND,0.19485,%,44,M
T105521-4,T105521-4-0016,,,,WEIGHT,Weight,SEMINAL VESICLES,1.012,g,44,M
T105521-4,T105521-4-0016,,,,OWBW,Organ to Body Weight Ratio,SEMINAL VESICLES,0.3155,%,44,M
T105521-4,T105521-4-0016,,,,WEIGHT,Weight,ADRENAL GLANDS,0.076,g,44,M
T105521-4,T105521-4-0016,,,,OWBW,Organ to Body Weight Ratio,ADRENAL GLANDS,0.02369,%,44,M
T105521-4,T105521-4-0016,,,,WEIGHT,Weight,SPLEEN,0.555,g,44,M
T105521-4,T105521-4-0016,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.17303,%,44,M
T105521-4,T105521-4-0016,,,,WEIGHT,Weight,THYMUS,0.418,g,44,M
T105521-4,T105521-4-0016,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.13032,%,44,M
T105521-4,T105521-4-0018,,,,OWBW,Organ to Body Weight Ratio,HEART,0.31336,%,44,M
T105521-4,T105521-4-0018,,,,WEIGHT,Weight,LIVER,12.907,g,44,M
T105521-4,T105521-4-0018,,,,OWBW,Organ to Body Weight Ratio,LIVER,3.7072,%,44,M
T105521-4,T105521-4-0018,,,,WEIGHT,Weight,KIDNEYS,2.419,g,44,M
T105521-4,T105521-4-0018,,,,OWBW,Organ to Body Weight Ratio,KIDNEYS,0.6948,%,44,M
T105521-4,T105521-4-0018,,,,WEIGHT,Weight,TESTES,3.483,g,44,M
T105521-4,T105521-4-0018,,,,OWBW,Organ to Body Weight Ratio,TESTES,1.0004,%,44,M
T105521-4,T105521-4-0018,,,,WEIGHT,Weight,EPIDIDYMIDES,1.516,g,44,M
T105521-4,T105521-4-0018,,,,OWBW,Organ to Body Weight Ratio,EPIDIDYMIDES,0.43543,%,44,M
T105521-4,T105521-4-0018,,,,WEIGHT,Weight,PROSTATE GLAND,1.11,g,44,M
T105521-4,T105521-4-0018,,,,OWBW,Organ to Body Weight Ratio,PROSTATE GLAND,0.31882,%,44,M
T105521-4,T105521-4-0018,,,,WEIGHT,Weight,SEMINAL VESICLES,1.725,g,44,M
T105521-4,T105521-4-0018,,,,OWBW,Organ to Body Weight Ratio,ADRENAL GLANDS,0.01723,%,44,M
T105521-4,T105521-4-0018,,,,WEIGHT,Weight,ADRENAL GLANDS,0.06,g,44,M
T105521-4,T105521-4-0018,,,,OWBW,Organ to Body Weight Ratio,SEMINAL VESICLES,0.49546,%,44,M
T105521-4,T105521-4-0018,,,,WEIGHT,Weight,SPLEEN,0.716,g,44,M
T105521-4,T105521-4-0018,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.20565,%,44,M
T105521-4,T105521-4-0018,,,,WEIGHT,Weight,THYMUS,0.562,g,44,M
T105521-4,T105521-4-0018,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.16142,%,44,M
T105521-4,T105521-4-0018,,,,WEIGHT,Weight,BRAIN,2.181,g,44,M
T105521-4,T105521-4-0018,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.62644,%,44,M
T105521-4,T105521-4-0018,,,,WEIGHT,Weight,HEART,1.091,g,44,M
T105521-4,T105521-4-0081,,,,WEIGHT,Weight,ADRENAL GLANDS,0.064,g,32,F
T105521-4,T105521-4-0081,,,,WEIGHT,Weight,BRAIN,1.995,g,32,F
T105521-4,T105521-4-0081,,,,WEIGHT,Weight,SPLEEN,0.402,g,32,F
T105521-4,T105521-4-0081,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.19778,%,32,F
T105521-4,T105521-4-0081,,,,WEIGHT,Weight,THYMUS,0.312,g,32,F
T105521-4,T105521-4-0081,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.1535,%,32,F
T105521-4,T105521-4-0081,,,,OWBW,Organ to Body Weight Ratio,UTERUS,0.18892,%,32,F
T105521-4,T105521-4-0081,,,,WEIGHT,Weight,UTERUS,0.384,g,32,F
T105521-4,T105521-4-0081,,,,OWBW,Organ to Body Weight Ratio,OVARIES,0.07035,%,32,F
T105521-4,T105521-4-0081,,,,WEIGHT,Weight,OVARIES,0.143,g,32,F
T105521-4,T105521-4-0081,,,,OWBW,Organ to Body Weight Ratio,KIDNEYS,0.69763,%,32,F
T105521-4,T105521-4-0081,,,,WEIGHT,Weight,KIDNEYS,1.418,g,32,F
T105521-4,T105521-4-0081,,,,OWBW,Organ to Body Weight Ratio,LIVER,3.5792,%,32,F
T105521-4,T105521-4-0081,,,,WEIGHT,Weight,LIVER,7.275,g,32,F
T105521-4,T105521-4-0081,,,,OWBW,Organ to Body Weight Ratio,HEART,0.33701,%,32,F
T105521-4,T105521-4-0081,,,,WEIGHT,Weight,HEART,0.685,g,32,F
T105521-4,T105521-4-0081,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.9815,%,32,F
T105521-4,T105521-4-0081,,,,OWBW,Organ to Body Weight Ratio,ADRENAL GLANDS,0.03149,%,32,F
T105521-4,T105521-4-0090,,,,WEIGHT,Weight,BRAIN,2.03,g,44,F
T105521-4,T105521-4-0090,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.96405,%,44,F
T105521-4,T105521-4-0090,,,,WEIGHT,Weight,HEART,0.876,g,44,F
T105521-4,T105521-4-0090,,,,OWBW,Organ to Body Weight Ratio,HEART,0.41601,%,44,F
T105521-4,T105521-4-0090,,,,WEIGHT,Weight,LIVER,7.962,g,44,F
T105521-4,T105521-4-0090,,,,OWBW,Organ to Body Weight Ratio,LIVER,3.7812,%,44,F
T105521-4,T105521-4-0090,,,,WEIGHT,Weight,KIDNEYS,1.682,g,44,F
T105521-4,T105521-4-0090,,,,OWBW,Organ to Body Weight Ratio,KIDNEYS,0.79878,%,44,F
T105521-4,T105521-4-0090,,,,WEIGHT,Weight,OVARIES,0.14,g,44,F
T105521-4,T105521-4-0090,,,,OWBW,Organ to Body Weight Ratio,OVARIES,0.06649,%,44,F
T105521-4,T105521-4-0090,,,,WEIGHT,Weight,UTERUS,1.03,g,44,F
T105521-4,T105521-4-0090,,,,OWBW,Organ to Body Weight Ratio,UTERUS,0.48915,%,44,F
T105521-4,T105521-4-0090,,,,WEIGHT,Weight,ADRENAL GLANDS,0.083,g,44,F
T105521-4,T105521-4-0090,,,,OWBW,Organ to Body Weight Ratio,ADRENAL GLANDS,0.03942,%,44,F
T105521-4,T105521-4-0090,,,,WEIGHT,Weight,SPLEEN,0.511,g,44,F
T105521-4,T105521-4-0090,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.24267,%,44,F
T105521-4,T105521-4-0090,,,,WEIGHT,Weight,THYMUS,0.395,g,44,F
T105521-4,T105521-4-0090,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.18759,%,44,F
T105521-4,T105521-4-0009,,,,WEIGHT,Weight,ADRENAL GLANDS,0.062,g,32,M
T105521-4,T105521-4-0009,,,,OWBW,Organ to Body Weight Ratio,SEMINAL VESICLES,0.32659,%,32,M
T105521-4,T105521-4-0009,,,,WEIGHT,Weight,SPLEEN,0.552,g,32,M
T105521-4,T105521-4-0009,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.2044,%,32,M
T105521-4,T105521-4-0009,,,,WEIGHT,Weight,THYMUS,0.474,g,32,M
T105521-4,T105521-4-0009,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.17552,%,32,M
T105521-4,T105521-4-0009,,,,WEIGHT,Weight,BRAIN,2.01,g,32,M
T105521-4,T105521-4-0009,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.74428,%,32,M
T105521-4,T105521-4-0009,,,,WEIGHT,Weight,HEART,0.873,g,32,M
T105521-4,T105521-4-0009,,,,OWBW,Organ to Body Weight Ratio,HEART,0.32326,%,32,M
T105521-4,T105521-4-0009,,,,WEIGHT,Weight,LIVER,11.813,g,32,M
T105521-4,T105521-4-0009,,,,OWBW,Organ to Body Weight Ratio,LIVER,4.3742,%,32,M
T105521-4,T105521-4-0009,,,,WEIGHT,Weight,KIDNEYS,2.171,g,32,M
T105521-4,T105521-4-0009,,,,OWBW,Organ to Body Weight Ratio,KIDNEYS,0.8039,%,32,M
T105521-4,T105521-4-0009,,,,WEIGHT,Weight,TESTES,3.003,g,32,M
T105521-4,T105521-4-0009,,,,OWBW,Organ to Body Weight Ratio,TESTES,1.112,%,32,M
T105521-4,T105521-4-0009,,,,WEIGHT,Weight,EPIDIDYMIDES,1.102,g,32,M
T105521-4,T105521-4-0009,,,,OWBW,Organ to Body Weight Ratio,EPIDIDYMIDES,0.40806,%,32,M
T105521-4,T105521-4-0009,,,,WEIGHT,Weight,PROSTATE GLAND,0.586,g,32,M
T105521-4,T105521-4-0009,,,,OWBW,Organ to Body Weight Ratio,PROSTATE GLAND,0.21699,%,32,M
T105521-4,T105521-4-0009,,,,WEIGHT,Weight,SEMINAL VESICLES,0.882,g,32,M
T105521-4,T105521-4-0009,,,,OWBW,Organ to Body Weight Ratio,ADRENAL GLANDS,0.02296,%,32,M
T105521-4,T105521-4-0089,,,,WEIGHT,Weight,BRAIN,2.01,g,44,F
T105521-4,T105521-4-0089,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.16598,%,44,F
T105521-4,T105521-4-0089,,,,WEIGHT,Weight,HEART,0.81,g,44,F
T105521-4,T105521-4-0089,,,,OWBW,Organ to Body Weight Ratio,HEART,0.37346,%,44,F
T105521-4,T105521-4-0089,,,,WEIGHT,Weight,LIVER,9.433,g,44,F
T105521-4,T105521-4-0089,,,,OWBW,Organ to Body Weight Ratio,LIVER,4.3492,%,44,F
T105521-4,T105521-4-0089,,,,WEIGHT,Weight,KIDNEYS,1.566,g,44,F
T105521-4,T105521-4-0089,,,,OWBW,Organ to Body Weight Ratio,KIDNEYS,0.72202,%,44,F
T105521-4,T105521-4-0089,,,,WEIGHT,Weight,THYMUS,0.36,g,44,F
T105521-4,T105521-4-0089,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.18673,%,44,F
T105521-4,T105521-4-0089,,,,WEIGHT,Weight,SPLEEN,0.405,g,44,F
T105521-4,T105521-4-0089,,,,OWBW,Organ to Body Weight Ratio,ADRENAL GLANDS,0.04057,%,44,F
T105521-4,T105521-4-0089,,,,WEIGHT,Weight,ADRENAL GLANDS,0.088,g,44,F
T105521-4,T105521-4-0089,,,,OWBW,Organ to Body Weight Ratio,UTERUS,0.2084,%,44,F
T105521-4,T105521-4-0089,,,,WEIGHT,Weight,UTERUS,0.452,g,44,F
T105521-4,T105521-4-0089,,,,OWBW,Organ to Body Weight Ratio,OVARIES,0.09037,%,44,F
T105521-4,T105521-4-0089,,,,WEIGHT,Weight,OVARIES,0.196,g,44,F
T105521-4,T105521-4-0089,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.92674,%,44,F
T105521-4,T105521-4-0074,,,,WEIGHT,Weight,LIVER,9.578,g,31,F
T105521-4,T105521-4-0074,,,,OWBW,Organ to Body Weight Ratio,LIVER,4.3078,%,31,F
T105521-4,T105521-4-0074,,,,WEIGHT,Weight,KIDNEYS,1.665,g,31,F
T105521-4,T105521-4-0074,,,,OWBW,Organ to Body Weight Ratio,KIDNEYS,0.74885,%,31,F
T105521-4,T105521-4-0074,,,,WEIGHT,Weight,OVARIES,0.193,g,31,F
T105521-4,T105521-4-0074,,,,OWBW,Organ to Body Weight Ratio,OVARIES,0.0868,%,31,F
T105521-4,T105521-4-0074,,,,WEIGHT,Weight,UTERUS,0.563,g,31,F
T105521-4,T105521-4-0074,,,,OWBW,Organ to Body Weight Ratio,UTERUS,0.25322,%,31,F
T105521-4,T105521-4-0074,,,,WEIGHT,Weight,ADRENAL GLANDS,0.119,g,31,F
T105521-4,T105521-4-0074,,,,OWBW,Organ to Body Weight Ratio,ADRENAL GLANDS,0.05352,%,31,F
T105521-4,T105521-4-0074,,,,WEIGHT,Weight,SPLEEN,0.49,g,31,F
T105521-4,T105521-4-0074,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.22038,%,31,F
T105521-4,T105521-4-0074,,,,WEIGHT,Weight,THYMUS,0.426,g,31,F
T105521-4,T105521-4-0074,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.1916,%,31,F
T105521-4,T105521-4-0074,,,,WEIGHT,Weight,BRAIN,1.973,g,31,F
T105521-4,T105521-4-0074,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.88738,%,31,F
T105521-4,T105521-4-0074,,,,WEIGHT,Weight,HEART,1.055,g,31,F
T105521-4,T105521-4-0074,,,,OWBW,Organ to Body Weight Ratio,HEART,0.4745,%,31,F
T105521-4,T105521-4-0005,,,,WEIGHT,Weight,LIVER,13.179,g,30,M
T105521-4,T105521-4-0005,,,,OWBW,Organ to Body Weight Ratio,LIVER,4.5321,%,30,M
T105521-4,T105521-4-0005,,,,WEIGHT,Weight,KIDNEYS,1.889,g,30,M
T105521-4,T105521-4-0005,,,,OWBW,Organ to Body Weight Ratio,KIDNEYS,0.64961,%,30,M
T105521-4,T105521-4-0005,,,,WEIGHT,Weight,TESTES,2.836,g,30,M
T105521-4,T105521-4-0005,,,,OWBW,Organ to Body Weight Ratio,TESTES,0.97527,%,30,M
T105521-4,T105521-4-0005,,,,WEIGHT,Weight,EPIDIDYMIDES,1.067,g,30,M
T105521-4,T105521-4-0005,,,,OWBW,Organ to Body Weight Ratio,EPIDIDYMIDES,0.36693,%,30,M
T105521-4,T105521-4-0005,,,,WEIGHT,Weight,PROSTATE GLAND,0.615,g,30,M
T105521-4,T105521-4-0005,,,,OWBW,Organ to Body Weight Ratio,PROSTATE GLAND,0.21149,%,30,M
T105521-4,T105521-4-0005,,,,WEIGHT,Weight,SEMINAL VESICLES,0.76,g,30,M
T105521-4,T105521-4-0005,,,,OWBW,Organ to Body Weight Ratio,SEMINAL VESICLES,0.26136,%,30,M
T105521-4,T105521-4-0005,,,,WEIGHT,Weight,ADRENAL GLANDS,0.045,g,30,M
T105521-4,T105521-4-0005,,,,OWBW,Organ to Body Weight Ratio,ADRENAL GLANDS,0.01548,%,30,M
T105521-4,T105521-4-0005,,,,WEIGHT,Weight,SPLEEN,0.519,g,30,M
T105521-4,T105521-4-0005,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.17848,%,30,M
T105521-4,T105521-4-0005,,,,WEIGHT,Weight,THYMUS,0.391,g,30,M
T105521-4,T105521-4-0005,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.13446,%,30,M
T105521-4,T105521-4-0005,,,,WEIGHT,Weight,BRAIN,2.043,g,30,M
T105521-4,T105521-4-0005,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.70257,%,30,M
T105521-4,T105521-4-0005,,,,WEIGHT,Weight,HEART,0.959,g,30,M
T105521-4,T105521-4-0005,,,,OWBW,Organ to Body Weight Ratio,HEART,0.32979,%,30,M
T105521-4,T105521-4-0087,,,,OWBW,Organ to Body Weight Ratio,KIDNEYS,0.74136,%,44,F
T105521-4,T105521-4-0087,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.17431,%,44,F
T105521-4,T105521-4-0087,,,,OWBW,Organ to Body Weight Ratio,LIVER,3.8295,%,44,F
T105521-4,T105521-4-0087,,,,WEIGHT,Weight,LIVER,8.678,g,44,F
T105521-4,T105521-4-0087,,,,OWBW,Organ to Body Weight Ratio,HEART,0.42849,%,44,F
T105521-4,T105521-4-0087,,,,WEIGHT,Weight,HEART,0.971,g,44,F
T105521-4,T105521-4-0087,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.86889,%,44,F
T105521-4,T105521-4-0087,,,,WEIGHT,Weight,BRAIN,1.969,g,44,F
T105521-4,T105521-4-0087,,,,WEIGHT,Weight,OVARIES,0.181,g,44,F
T105521-4,T105521-4-0087,,,,OWBW,Organ to Body Weight Ratio,OVARIES,0.07987,%,44,F
T105521-4,T105521-4-0087,,,,WEIGHT,Weight,UTERUS,1.05,g,44,F
T105521-4,T105521-4-0087,,,,OWBW,Organ to Body Weight Ratio,UTERUS,0.46335,%,44,F
T105521-4,T105521-4-0087,,,,WEIGHT,Weight,ADRENAL GLANDS,0.078,g,44,F
T105521-4,T105521-4-0087,,,,OWBW,Organ to Body Weight Ratio,ADRENAL GLANDS,0.03442,%,44,F
T105521-4,T105521-4-0087,,,,WEIGHT,Weight,SPLEEN,0.438,g,44,F
T105521-4,T105521-4-0087,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.19328,%,44,F
T105521-4,T105521-4-0087,,,,WEIGHT,Weight,THYMUS,0.395,g,44,F
T105521-4,T105521-4-0087,,,,WEIGHT,Weight,KIDNEYS,1.68,g,44,F
T105521-4,T105521-4-0006,,,,WEIGHT,Weight,SPLEEN,0.546,g,30,M
T105521-4,T105521-4-0006,,,,OWBW,Organ to Body Weight Ratio,ADRENAL GLANDS,0.02,%,30,M
T105521-4,T105521-4-0006,,,,WEIGHT,Weight,THYMUS,0.48,g,30,M
T105521-4,T105521-4-0006,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.17457,%,30,M
T105521-4,T105521-4-0006,,,,WEIGHT,Weight,BRAIN,1.986,g,30,M
T105521-4,T105521-4-0006,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.72229,%,30,M
T105521-4,T105521-4-0006,,,,WEIGHT,Weight,HEART,0.931,g,30,M
T105521-4,T105521-4-0006,,,,OWBW,Organ to Body Weight Ratio,HEART,0.33859,%,30,M
T105521-4,T105521-4-0006,,,,WEIGHT,Weight,LIVER,11.848,g,30,M
T105521-4,T105521-4-0006,,,,OWBW,Organ to Body Weight Ratio,LIVER,4.309,%,30,M
T105521-4,T105521-4-0006,,,,WEIGHT,Weight,KIDNEYS,1.921,g,30,M
T105521-4,T105521-4-0006,,,,OWBW,Organ to Body Weight Ratio,KIDNEYS,0.69865,%,30,M
T105521-4,T105521-4-0006,,,,WEIGHT,Weight,TESTES,2.942,g,30,M
T105521-4,T105521-4-0006,,,,OWBW,Organ to Body Weight Ratio,TESTES,1.07,%,30,M
T105521-4,T105521-4-0006,,,,WEIGHT,Weight,EPIDIDYMIDES,0.871,g,30,M
T105521-4,T105521-4-0006,,,,OWBW,Organ to Body Weight Ratio,EPIDIDYMIDES,0.31677,%,30,M
T105521-4,T105521-4-0006,,,,WEIGHT,Weight,PROSTATE GLAND,0.713,g,30,M
T105521-4,T105521-4-0006,,,,OWBW,Organ to Body Weight Ratio,PROSTATE GLAND,0.25931,%,30,M
T105521-4,T105521-4-0006,,,,WEIGHT,Weight,SEMINAL VESICLES,0.81,g,30,M
T105521-4,T105521-4-0006,,,,OWBW,Organ to Body Weight Ratio,SEMINAL VESICLES,0.29459,%,30,M
T105521-4,T105521-4-0006,,,,WEIGHT,Weight,ADRENAL GLANDS,0.055,g,30,M
T105521-4,T105521-4-0006,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.19857,%,30,M
T105521-4,T105521-4-0092,,,,WEIGHT,Weight,BRAIN,1.946,g,44,F
T105521-4,T105521-4-0092,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.88282,%,44,F
T105521-4,T105521-4-0092,,,,WEIGHT,Weight,HEART,0.773,g,44,F
T105521-4,T105521-4-0092,,,,OWBW,Organ to Body Weight Ratio,HEART,0.35068,%,44,F
T105521-4,T105521-4-0092,,,,WEIGHT,Weight,LIVER,7.347,g,44,F
T105521-4,T105521-4-0092,,,,OWBW,Organ to Body Weight Ratio,LIVER,3.333,%,44,F
T105521-4,T105521-4-0092,,,,WEIGHT,Weight,KIDNEYS,1.594,g,44,F
T105521-4,T105521-4-0092,,,,OWBW,Organ to Body Weight Ratio,KIDNEYS,0.72313,%,44,F
T105521-4,T105521-4-0092,,,,WEIGHT,Weight,OVARIES,0.207,g,44,F
T105521-4,T105521-4-0092,,,,OWBW,Organ to Body Weight Ratio,OVARIES,0.09391,%,44,F
T105521-4,T105521-4-0092,,,,WEIGHT,Weight,UTERUS,0.822,g,44,F
T105521-4,T105521-4-0092,,,,OWBW,Organ to Body Weight Ratio,UTERUS,0.37291,%,44,F
T105521-4,T105521-4-0092,,,,WEIGHT,Weight,ADRENAL GLANDS,0.094,g,44,F
T105521-4,T105521-4-0092,,,,OWBW,Organ to Body Weight Ratio,ADRENAL GLANDS,0.04264,%,44,F
T105521-4,T105521-4-0092,,,,WEIGHT,Weight,SPLEEN,0.445,g,44,F
T105521-4,T105521-4-0092,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.20188,%,44,F
T105521-4,T105521-4-0092,,,,WEIGHT,Weight,THYMUS,0.439,g,44,F
T105521-4,T105521-4-0092,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.19916,%,44,F
T105521-4,T105521-4-0078,,,,OWBW,Organ to Body Weight Ratio,HEART,0.36265,%,31,F
T105521-4,T105521-4-0078,,,,WEIGHT,Weight,LIVER,9.208,g,31,F
T105521-4,T105521-4-0078,,,,OWBW,Organ to Body Weight Ratio,LIVER,4.2866,%,31,F
T105521-4,T105521-4-0078,,,,WEIGHT,Weight,KIDNEYS,1.388,g,31,F
T105521-4,T105521-4-0078,,,,OWBW,Organ to Body Weight Ratio,KIDNEYS,0.64615,%,31,F
T105521-4,T105521-4-0078,,,,WEIGHT,Weight,OVARIES,0.103,g,31,F
T105521-4,T105521-4-0078,,,,OWBW,Organ to Body Weight Ratio,OVARIES,0.04795,%,31,F
T105521-4,T105521-4-0078,,,,WEIGHT,Weight,UTERUS,0.696,g,31,F
T105521-4,T105521-4-0078,,,,OWBW,Organ to Body Weight Ratio,UTERUS,0.32401,%,31,F
T105521-4,T105521-4-0078,,,,WEIGHT,Weight,ADRENAL GLANDS,0.073,g,31,F
T105521-4,T105521-4-0078,,,,OWBW,Organ to Body Weight Ratio,ADRENAL GLANDS,0.03398,%,31,F
T105521-4,T105521-4-0078,,,,WEIGHT,Weight,SPLEEN,0.482,g,31,F
T105521-4,T105521-4-0078,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.22438,%,31,F
T105521-4,T105521-4-0078,,,,WEIGHT,Weight,THYMUS,0.388,g,31,F
T105521-4,T105521-4-0078,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.18062,%,31,F
T105521-4,T105521-4-0078,,,,WEIGHT,Weight,BRAIN,1.725,g,31,F
T105521-4,T105521-4-0078,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.80304,%,31,F
T105521-4,T105521-4-0078,,,,WEIGHT,Weight,HEART,0.779,g,31,F
T105521-4,T105521-4-0007,,,,WEIGHT,Weight,BRAIN,2.014,g,30,M
T105521-4,T105521-4-0007,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.16211,%,30,M
T105521-4,T105521-4-0007,,,,WEIGHT,Weight,HEART,1.061,g,30,M
T105521-4,T105521-4-0007,,,,OWBW,Organ to Body Weight Ratio,HEART,0.32949,%,30,M
T105521-4,T105521-4-0007,,,,WEIGHT,Weight,LIVER,13.777,g,30,M
