SPREFID,USUBJID,OMEXCLFL,OMSTAT,OMREASND,OMTESTCD,OMTEST,OMSPEC,OMSTRES,OMSTRESU,OMDY,SEX
T103875-4,T103875-4-0008,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.52106,%,94,M
T103875-4,T103875-4-0008,,,,WEIGHT,Weight,HEART,0.989,g,94,M
T103875-4,T103875-4-0008,,,,OWBW,Organ to Body Weight Ratio,HEART,0.26798,%,94,M
T103875-4,T103875-4-0008,,,,WEIGHT,Weight,LIVER,13.247,g,94,M
T103875-4,T103875-4-0008,,,,OWBW,Organ to Body Weight Ratio,LIVER,3.5895,%,94,M
T103875-4,T103875-4-0008,,,,WEIGHT,Weight,KIDNEY,2.878,g,94,M
T103875-4,T103875-4-0008,,,,OWBW,Organ to Body Weight Ratio,KIDNEY,0.77983,%,94,M
T103875-4,T103875-4-0008,,,,WEIGHT,Weight,TESTIS,3.732,g,94,M
T103875-4,T103875-4-0008,,,,OWBW,Organ to Body Weight Ratio,TESTIS,1.0112,%,94,M
T103875-4,T103875-4-0008,,,,WEIGHT,Weight,EPIDIDYMIS,1.582,g,94,M
T103875-4,T103875-4-0008,,,,OWBW,Organ to Body Weight Ratio,EPIDIDYMIS,0.42866,%,94,M
T103875-4,T103875-4-0008,,,,WEIGHT,Weight,"GLAND, PROSTATE",0.867,g,94,M
T103875-4,T103875-4-0008,,,,OWBW,Organ to Body Weight Ratio,"GLAND, PROSTATE",0.23493,%,94,M
T103875-4,T103875-4-0008,,,,WEIGHT,Weight,"GLAND, SEMINAL VESICLE",1.013,g,94,M
T103875-4,T103875-4-0008,,,,OWBW,Organ to Body Weight Ratio,"GLAND, SEMINAL VESICLE",0.27449,%,94,M
T103875-4,T103875-4-0008,,,,WEIGHT,Weight,"GLAND, ADRENAL",0.067,g,94,M
T103875-4,T103875-4-0008,,,,OWBW,Organ to Body Weight Ratio,"GLAND, ADRENAL",0.01815,%,94,M
T103875-4,T103875-4-0008,,,,WEIGHT,Weight,SPLEEN,0.72,g,94,M
T103875-4,T103875-4-0008,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.19509,%,94,M
T103875-4,T103875-4-0008,,,,WEIGHT,Weight,THYMUS,0.365,g,94,M
T103875-4,T103875-4-0008,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.0989,%,94,M
T103875-4,T103875-4-0003,,,,WEIGHT,Weight,BRAIN,2.086,g,92,M
T103875-4,T103875-4-0003,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.57627,%,92,M
T103875-4,T103875-4-0003,,,,WEIGHT,Weight,HEART,1.956,g,92,M
T103875-4,T103875-4-0003,,,,OWBW,Organ to Body Weight Ratio,HEART,0.54036,%,92,M
T103875-4,T103875-4-0003,,,,WEIGHT,Weight,LIVER,11.501,g,92,M
T103875-4,T103875-4-0003,,,,OWBW,Organ to Body Weight Ratio,LIVER,3.1772,%,92,M
T103875-4,T103875-4-0003,,,,WEIGHT,Weight,KIDNEY,2.272,g,92,M
T103875-4,T103875-4-0003,,,,OWBW,Organ to Body Weight Ratio,KIDNEY,0.62765,%,92,M
T103875-4,T103875-4-0003,,,,WEIGHT,Weight,TESTIS,3.442,g,92,M
T103875-4,T103875-4-0003,,,,OWBW,Organ to Body Weight Ratio,TESTIS,0.95087,%,92,M
T103875-4,T103875-4-0003,,,,WEIGHT,Weight,EPIDIDYMIS,1.467,g,92,M
T103875-4,T103875-4-0003,,,,OWBW,Organ to Body Weight Ratio,EPIDIDYMIS,0.40527,%,92,M
T103875-4,T103875-4-0003,,,,WEIGHT,Weight,"GLAND, PROSTATE",0.782,g,92,M
T103875-4,T103875-4-0003,,,,OWBW,Organ to Body Weight Ratio,"GLAND, PROSTATE",0.21603,%,92,M
T103875-4,T103875-4-0003,,,,WEIGHT,Weight,"GLAND, SEMINAL VESICLE",1.465,g,92,M
T103875-4,T103875-4-0003,,,,OWBW,Organ to Body Weight Ratio,"GLAND, SEMINAL VESICLE",0.40472,%,92,M
T103875-4,T103875-4-0003,,,,WEIGHT,Weight,"GLAND, ADRENAL",0.062,g,92,M
T103875-4,T103875-4-0003,,,,OWBW,Organ to Body Weight Ratio,"GLAND, ADRENAL",0.01713,%,92,M
T103875-4,T103875-4-0003,,,,WEIGHT,Weight,SPLEEN,0.605,g,92,M
T103875-4,T103875-4-0003,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.16713,%,92,M
T103875-4,T103875-4-0003,,,,WEIGHT,Weight,THYMUS,0.53,g,92,M
T103875-4,T103875-4-0003,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.14642,%,92,M
T103875-4,T103875-4-0002,,,,WEIGHT,Weight,BRAIN,2.248,g,92,M
T103875-4,T103875-4-0002,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.62615,%,92,M
T103875-4,T103875-4-0002,,,,WEIGHT,Weight,HEART,1.188,g,92,M
T103875-4,T103875-4-0002,,,,OWBW,Organ to Body Weight Ratio,HEART,0.3309,%,92,M
T103875-4,T103875-4-0002,,,,WEIGHT,Weight,LIVER,11.585,g,92,M
T103875-4,T103875-4-0002,,,,OWBW,Organ to Body Weight Ratio,LIVER,3.2268,%,92,M
T103875-4,T103875-4-0002,,,,WEIGHT,Weight,KIDNEY,2.41,g,92,M
T103875-4,T103875-4-0002,,,,OWBW,Organ to Body Weight Ratio,KIDNEY,0.67127,%,92,M
T103875-4,T103875-4-0002,,,,WEIGHT,Weight,TESTIS,3.347,g,92,M
T103875-4,T103875-4-0002,,,,OWBW,Organ to Body Weight Ratio,TESTIS,0.93226,%,92,M
T103875-4,T103875-4-0002,,,,WEIGHT,Weight,EPIDIDYMIS,1.556,g,92,M
T103875-4,T103875-4-0002,,,,OWBW,Organ to Body Weight Ratio,EPIDIDYMIS,0.4334,%,92,M
T103875-4,T103875-4-0002,,,,OWBW,Organ to Body Weight Ratio,"GLAND, PROSTATE",0.2479,%,92,M
T103875-4,T103875-4-0002,,,,WEIGHT,Weight,"GLAND, SEMINAL VESICLE",1.017,g,92,M
T103875-4,T103875-4-0002,,,,OWBW,Organ to Body Weight Ratio,"GLAND, SEMINAL VESICLE",0.28327,%,92,M
T103875-4,T103875-4-0002,,,,WEIGHT,Weight,"GLAND, ADRENAL",0.056,g,92,M
T103875-4,T103875-4-0002,,,,OWBW,Organ to Body Weight Ratio,"GLAND, ADRENAL",0.0156,%,92,M
T103875-4,T103875-4-0002,,,,WEIGHT,Weight,SPLEEN,0.682,g,92,M
T103875-4,T103875-4-0002,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.18996,%,92,M
T103875-4,T103875-4-0002,,,,WEIGHT,Weight,THYMUS,0.415,g,92,M
T103875-4,T103875-4-0002,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.11559,%,92,M
T103875-4,T103875-4-0002,,,,WEIGHT,Weight,"GLAND, PROSTATE",0.89,g,92,M
T103875-4,T103875-4-0010,,,,WEIGHT,Weight,BRAIN,1.953,g,94,M
T103875-4,T103875-4-0010,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.51717,%,94,M
T103875-4,T103875-4-0010,,,,WEIGHT,Weight,HEART,1.148,g,94,M
T103875-4,T103875-4-0010,,,,OWBW,Organ to Body Weight Ratio,HEART,0.304,%,94,M
T103875-4,T103875-4-0010,,,,WEIGHT,Weight,LIVER,14.553,g,94,M
T103875-4,T103875-4-0010,,,,OWBW,Organ to Body Weight Ratio,LIVER,3.8538,%,94,M
T103875-4,T103875-4-0010,,,,WEIGHT,Weight,KIDNEY,2.881,g,94,M
T103875-4,T103875-4-0010,,,,OWBW,Organ to Body Weight Ratio,KIDNEY,0.76291,%,94,M
T103875-4,T103875-4-0010,,,,WEIGHT,Weight,TESTIS,3.647,g,94,M
T103875-4,T103875-4-0010,,,,OWBW,Organ to Body Weight Ratio,TESTIS,0.96576,%,94,M
T103875-4,T103875-4-0010,,,,WEIGHT,Weight,EPIDIDYMIS,1.41,g,94,M
T103875-4,T103875-4-0010,,,,OWBW,Organ to Body Weight Ratio,EPIDIDYMIS,0.37338,%,94,M
T103875-4,T103875-4-0010,,,,WEIGHT,Weight,"GLAND, PROSTATE",0.943,g,94,M
T103875-4,T103875-4-0010,,,,OWBW,Organ to Body Weight Ratio,"GLAND, PROSTATE",0.24971,%,94,M
T103875-4,T103875-4-0010,,,,WEIGHT,Weight,"GLAND, SEMINAL VESICLE",1.451,g,94,M
T103875-4,T103875-4-0010,,,,OWBW,Organ to Body Weight Ratio,"GLAND, SEMINAL VESICLE",0.38424,%,94,M
T103875-4,T103875-4-0010,,,,WEIGHT,Weight,"GLAND, ADRENAL",0.054,g,94,M
T103875-4,T103875-4-0010,,,,OWBW,Organ to Body Weight Ratio,"GLAND, ADRENAL",0.0143,%,94,M
T103875-4,T103875-4-0010,,,,WEIGHT,Weight,SPLEEN,0.754,g,94,M
T103875-4,T103875-4-0010,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.19967,%,94,M
T103875-4,T103875-4-0010,,,,WEIGHT,Weight,THYMUS,0.346,g,94,M
T103875-4,T103875-4-0010,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.09162,%,94,M
T103875-4,T103875-4-0004,,,,WEIGHT,Weight,BRAIN,2.025,g,92,M
T103875-4,T103875-4-0004,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.57395,%,92,M
T103875-4,T103875-4-0004,,,,WEIGHT,Weight,HEART,0.996,g,92,M
T103875-4,T103875-4-0004,,,,OWBW,Organ to Body Weight Ratio,HEART,0.2823,%,92,M
T103875-4,T103875-4-0004,,,,WEIGHT,Weight,LIVER,10.895,g,92,M
T103875-4,T103875-4-0004,,,,OWBW,Organ to Body Weight Ratio,LIVER,3.088,%,92,M
T103875-4,T103875-4-0004,,,,WEIGHT,Weight,KIDNEY,2.265,g,92,M
T103875-4,T103875-4-0004,,,,OWBW,Organ to Body Weight Ratio,KIDNEY,0.64197,%,92,M
T103875-4,T103875-4-0004,,,,WEIGHT,Weight,TESTIS,3.473,g,92,M
T103875-4,T103875-4-0004,,,,OWBW,Organ to Body Weight Ratio,TESTIS,0.98436,%,92,M
T103875-4,T103875-4-0004,,,,WEIGHT,Weight,EPIDIDYMIS,1.346,g,92,M
T103875-4,T103875-4-0004,,,,OWBW,Organ to Body Weight Ratio,EPIDIDYMIS,0.3815,%,92,M
T103875-4,T103875-4-0004,,,,WEIGHT,Weight,"GLAND, PROSTATE",0.779,g,92,M
T103875-4,T103875-4-0004,,,,OWBW,Organ to Body Weight Ratio,"GLAND, PROSTATE",0.22079,%,92,M
T103875-4,T103875-4-0004,,,,WEIGHT,Weight,"GLAND, SEMINAL VESICLE",1.413,g,92,M
T103875-4,T103875-4-0004,,,,OWBW,Organ to Body Weight Ratio,"GLAND, SEMINAL VESICLE",0.40049,%,92,M
T103875-4,T103875-4-0004,,,,WEIGHT,Weight,"GLAND, ADRENAL",0.042,g,92,M
T103875-4,T103875-4-0004,,,,OWBW,Organ to Body Weight Ratio,"GLAND, ADRENAL",0.0119,%,92,M
T103875-4,T103875-4-0004,,,,WEIGHT,Weight,SPLEEN,0.659,g,92,M
T103875-4,T103875-4-0004,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.18678,%,92,M
T103875-4,T103875-4-0004,,,,WEIGHT,Weight,THYMUS,0.43,g,92,M
T103875-4,T103875-4-0004,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.12188,%,92,M
T103875-4,T103875-4-0046,,,,WEIGHT,Weight,BRAIN,1.909,g,93,F
T103875-4,T103875-4-0046,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.75754,%,93,F
T103875-4,T103875-4-0046,,,,WEIGHT,Weight,HEART,0.837,g,93,F
T103875-4,T103875-4-0046,,,,OWBW,Organ to Body Weight Ratio,HEART,0.33214,%,93,F
T103875-4,T103875-4-0046,,,,WEIGHT,Weight,LIVER,9.914,g,93,F
T103875-4,T103875-4-0046,,,,OWBW,Organ to Body Weight Ratio,LIVER,3.9341,%,93,F
T103875-4,T103875-4-0046,,,,WEIGHT,Weight,KIDNEY,1.84,g,93,F
T103875-4,T103875-4-0046,,,,OWBW,Organ to Body Weight Ratio,KIDNEY,0.73016,%,93,F
T103875-4,T103875-4-0046,,,,WEIGHT,Weight,OVARY,0.153,g,93,F
T103875-4,T103875-4-0046,,,,OWBW,Organ to Body Weight Ratio,OVARY,0.06071,%,93,F
T103875-4,T103875-4-0046,,,,WEIGHT,Weight,UTERUS,0.545,g,93,F
T103875-4,T103875-4-0046,,,,OWBW,Organ to Body Weight Ratio,UTERUS,0.21627,%,93,F
T103875-4,T103875-4-0046,,,,WEIGHT,Weight,"GLAND, ADRENAL",0.082,g,93,F
T103875-4,T103875-4-0046,,,,OWBW,Organ to Body Weight Ratio,"GLAND, ADRENAL",0.03254,%,93,F
T103875-4,T103875-4-0046,,,,WEIGHT,Weight,SPLEEN,0.534,g,93,F
T103875-4,T103875-4-0046,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.21191,%,93,F
T103875-4,T103875-4-0046,,,,WEIGHT,Weight,THYMUS,0.289,g,93,F
T103875-4,T103875-4-0046,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.11468,%,93,F
T105216-5,T105216-5-0001,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.19158,%,29,M
T105216-5,T105216-5-0001,,,,WEIGHT,Weight,THYMUS,0.604,g,29,M
T105216-5,T105216-5-0001,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.65656,%,29,M
T105216-5,T105216-5-0001,,,,WEIGHT,Weight,HEART,0.853,g,29,M
T105216-5,T105216-5-0001,,,,OWBW,Organ to Body Weight Ratio,HEART,0.27055,%,29,M
T105216-5,T105216-5-0001,,,,WEIGHT,Weight,LIVER,12.251,g,29,M
T105216-5,T105216-5-0001,,,,OWBW,Organ to Body Weight Ratio,LIVER,3.8858,%,29,M
T105216-5,T105216-5-0001,,,,WEIGHT,Weight,KIDNEYS,2.179,g,29,M
T105216-5,T105216-5-0001,,,,OWBW,Organ to Body Weight Ratio,KIDNEYS,0.69113,%,29,M
T105216-5,T105216-5-0001,,,,WEIGHT,Weight,TESTES,3.3,g,29,M
T105216-5,T105216-5-0001,,,,OWBW,Organ to Body Weight Ratio,TESTES,1.0467,%,29,M
T105216-5,T105216-5-0001,,,,WEIGHT,Weight,EPIDIDYMIDES,1.484,g,29,M
T105216-5,T105216-5-0001,,,,OWBW,Organ to Body Weight Ratio,EPIDIDYMIDES,0.47069,%,29,M
T105216-5,T105216-5-0001,,,,WEIGHT,Weight,PROSTATE GLAND,0.957,g,29,M
T105216-5,T105216-5-0001,,,,OWBW,Organ to Body Weight Ratio,PROSTATE GLAND,0.30354,%,29,M
T105216-5,T105216-5-0001,,,,WEIGHT,Weight,SEMINAL VESICLES,1.166,g,29,M
T105216-5,T105216-5-0001,,,,OWBW,Organ to Body Weight Ratio,SEMINAL VESICLES,0.36983,%,29,M
T105216-5,T105216-5-0001,,,,WEIGHT,Weight,ADRENAL GLANDS,0.099,g,29,M
T105216-5,T105216-5-0001,,,,OWBW,Organ to Body Weight Ratio,ADRENAL GLANDS,0.0314,%,29,M
T105216-5,T105216-5-0001,,,,WEIGHT,Weight,SPLEEN,0.639,g,29,M
T105216-5,T105216-5-0001,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.20268,%,29,M
T105216-5,T105216-5-0001,,,,WEIGHT,Weight,BRAIN,2.07,g,29,M
T105216-5,T105216-5-0006,,,,WEIGHT,Weight,BRAIN,1.912,g,29,M
T105216-5,T105216-5-0006,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.65005,%,29,M
T105216-5,T105216-5-0006,,,,WEIGHT,Weight,HEART,0.986,g,29,M
T105216-5,T105216-5-0006,,,,OWBW,Organ to Body Weight Ratio,HEART,0.33523,%,29,M
T105216-5,T105216-5-0006,,,,WEIGHT,Weight,ADRENAL GLANDS,0.047,g,29,M
T105216-5,T105216-5-0006,,,,OWBW,Organ to Body Weight Ratio,ADRENAL GLANDS,0.01598,%,29,M
T105216-5,T105216-5-0006,,,,WEIGHT,Weight,SPLEEN,0.604,g,29,M
T105216-5,T105216-5-0006,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.20535,%,29,M
T105216-5,T105216-5-0006,,,,WEIGHT,Weight,THYMUS,0.515,g,29,M
T105216-5,T105216-5-0006,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.17509,%,29,M
T105216-5,T105216-5-0006,,,,WEIGHT,Weight,LIVER,11.75,g,29,M
T105216-5,T105216-5-0006,,,,OWBW,Organ to Body Weight Ratio,LIVER,3.9948,%,29,M
T105216-5,T105216-5-0006,,,,WEIGHT,Weight,KIDNEYS,2.328,g,29,M
T105216-5,T105216-5-0006,,,,OWBW,Organ to Body Weight Ratio,KIDNEYS,0.79149,%,29,M
T105216-5,T105216-5-0006,,,,WEIGHT,Weight,TESTES,3.339,g,29,M
T105216-5,T105216-5-0006,,,,OWBW,Organ to Body Weight Ratio,TESTES,1.1352,%,29,M
T105216-5,T105216-5-0006,,,,WEIGHT,Weight,EPIDIDYMIDES,1.165,g,29,M
T105216-5,T105216-5-0006,,,,OWBW,Organ to Body Weight Ratio,EPIDIDYMIDES,0.39608,%,29,M
T105216-5,T105216-5-0006,,,,WEIGHT,Weight,PROSTATE GLAND,0.599,g,29,M
T105216-5,T105216-5-0006,,,,OWBW,Organ to Body Weight Ratio,PROSTATE GLAND,0.20365,%,29,M
T105216-5,T105216-5-0006,,,,WEIGHT,Weight,SEMINAL VESICLES,0.918,g,29,M
T105216-5,T105216-5-0006,,,,OWBW,Organ to Body Weight Ratio,SEMINAL VESICLES,0.31211,%,29,M
T105216-5,T105216-5-0048,,,,WEIGHT,Weight,BRAIN,2.043,g,32,F
T105216-5,T105216-5-0048,,,,WEIGHT,Weight,HEART,0.812,g,32,F
T105216-5,T105216-5-0048,,,,OWBW,Organ to Body Weight Ratio,HEART,0.35608,%,32,F
T105216-5,T105216-5-0048,,,,WEIGHT,Weight,LIVER,9.895,g,32,F
T105216-5,T105216-5-0048,,,,OWBW,Organ to Body Weight Ratio,LIVER,4.3392,%,32,F
T105216-5,T105216-5-0048,,,,WEIGHT,Weight,KIDNEYS,1.497,g,32,F
T105216-5,T105216-5-0048,,,,OWBW,Organ to Body Weight Ratio,KIDNEYS,0.65646,%,32,F
T105216-5,T105216-5-0048,,,,WEIGHT,Weight,OVARIES,0.183,g,32,F
T105216-5,T105216-5-0048,,,,OWBW,Organ to Body Weight Ratio,OVARIES,0.08025,%,32,F
T105216-5,T105216-5-0048,,,,WEIGHT,Weight,UTERUS,0.604,g,32,F
T105216-5,T105216-5-0048,,,,OWBW,Organ to Body Weight Ratio,UTERUS,0.26487,%,32,F
T105216-5,T105216-5-0048,,,,WEIGHT,Weight,ADRENAL GLANDS,0.102,g,32,F
T105216-5,T105216-5-0048,,,,OWBW,Organ to Body Weight Ratio,ADRENAL GLANDS,0.04473,%,32,F
T105216-5,T105216-5-0048,,,,WEIGHT,Weight,SPLEEN,0.618,g,32,F
T105216-5,T105216-5-0048,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.27101,%,32,F
T105216-5,T105216-5-0048,,,,WEIGHT,Weight,THYMUS,0.412,g,32,F
T105216-5,T105216-5-0048,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.8959,%,32,F
T105216-5,T105216-5-0048,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.18067,%,32,F
T105216-5,T105216-5-0046,,,,WEIGHT,Weight,BRAIN,1.849,g,30,F
T105216-5,T105216-5-0046,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.8592,%,30,F
T105216-5,T105216-5-0046,,,,WEIGHT,Weight,HEART,0.784,g,30,F
T105216-5,T105216-5-0046,,,,OWBW,Organ to Body Weight Ratio,HEART,0.36431,%,30,F
T105216-5,T105216-5-0046,,,,WEIGHT,Weight,LIVER,8.078,g,30,F
T105216-5,T105216-5-0046,,,,OWBW,Organ to Body Weight Ratio,LIVER,3.7537,%,30,F
T105216-5,T105216-5-0046,,,,WEIGHT,Weight,KIDNEYS,1.655,g,30,F
T105216-5,T105216-5-0046,,,,OWBW,Organ to Body Weight Ratio,KIDNEYS,0.76905,%,30,F
T105216-5,T105216-5-0046,,,,WEIGHT,Weight,OVARIES,0.144,g,30,F
T105216-5,T105216-5-0046,,,,OWBW,Organ to Body Weight Ratio,OVARIES,0.06691,%,30,F
T105216-5,T105216-5-0046,,,,WEIGHT,Weight,UTERUS,0.686,g,30,F
T105216-5,T105216-5-0046,,,,OWBW,Organ to Body Weight Ratio,UTERUS,0.31877,%,30,F
T105216-5,T105216-5-0046,,,,WEIGHT,Weight,ADRENAL GLANDS,0.099,g,30,F
T105216-5,T105216-5-0046,,,,OWBW,Organ to Body Weight Ratio,ADRENAL GLANDS,0.046,%,30,F
T105216-5,T105216-5-0046,,,,WEIGHT,Weight,SPLEEN,0.478,g,30,F
T105216-5,T105216-5-0046,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.22212,%,30,F
T105216-5,T105216-5-0046,,,,WEIGHT,Weight,THYMUS,0.473,g,30,F
T105216-5,T105216-5-0046,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.2198,%,30,F
T105216-5,T105216-5-0047,,,,WEIGHT,Weight,BRAIN,2.057,g,30,F
T105216-5,T105216-5-0047,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.94736,%,30,F
T105216-5,T105216-5-0047,,,,WEIGHT,Weight,THYMUS,0.412,g,30,F
T105216-5,T105216-5-0047,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.24594,%,30,F
T105216-5,T105216-5-0047,,,,WEIGHT,Weight,SPLEEN,0.534,g,30,F
T105216-5,T105216-5-0047,,,,OWBW,Organ to Body Weight Ratio,ADRENAL GLANDS,0.04928,%,30,F
T105216-5,T105216-5-0047,,,,WEIGHT,Weight,ADRENAL GLANDS,0.107,g,30,F
T105216-5,T105216-5-0047,,,,OWBW,Organ to Body Weight Ratio,UTERUS,0.62129,%,30,F
T105216-5,T105216-5-0047,,,,WEIGHT,Weight,UTERUS,1.349,g,30,F
T105216-5,T105216-5-0047,,,,OWBW,Organ to Body Weight Ratio,OVARIES,0.06954,%,30,F
T105216-5,T105216-5-0047,,,,WEIGHT,Weight,OVARIES,0.151,g,30,F
T105216-5,T105216-5-0047,,,,OWBW,Organ to Body Weight Ratio,KIDNEYS,0.75531,%,30,F
T105216-5,T105216-5-0047,,,,WEIGHT,Weight,KIDNEYS,1.64,g,30,F
T105216-5,T105216-5-0047,,,,OWBW,Organ to Body Weight Ratio,LIVER,4.7092,%,30,F
T105216-5,T105216-5-0047,,,,WEIGHT,Weight,LIVER,10.225,g,30,F
T105216-5,T105216-5-0047,,,,OWBW,Organ to Body Weight Ratio,HEART,0.33482,%,30,F
T105216-5,T105216-5-0047,,,,WEIGHT,Weight,HEART,0.727,g,30,F
T105216-5,T105216-5-0047,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.18975,%,30,F
T105216-5,T105216-5-0049,,,,WEIGHT,Weight,BRAIN,1.874,g,32,F
T105216-5,T105216-5-0049,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.17915,%,32,F
T105216-5,T105216-5-0049,,,,WEIGHT,Weight,THYMUS,0.383,g,32,F
T105216-5,T105216-5-0049,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.22779,%,32,F
T105216-5,T105216-5-0049,,,,WEIGHT,Weight,SPLEEN,0.487,g,32,F
T105216-5,T105216-5-0049,,,,OWBW,Organ to Body Weight Ratio,ADRENAL GLANDS,0.04116,%,32,F
T105216-5,T105216-5-0049,,,,WEIGHT,Weight,ADRENAL GLANDS,0.088,g,32,F
T105216-5,T105216-5-0049,,,,OWBW,Organ to Body Weight Ratio,UTERUS,0.31573,%,32,F
T105216-5,T105216-5-0049,,,,WEIGHT,Weight,UTERUS,0.675,g,32,F
T105216-5,T105216-5-0049,,,,OWBW,Organ to Body Weight Ratio,OVARIES,0.06595,%,32,F
T105216-5,T105216-5-0049,,,,WEIGHT,Weight,OVARIES,0.141,g,32,F
T105216-5,T105216-5-0049,,,,OWBW,Organ to Body Weight Ratio,KIDNEYS,0.76056,%,32,F
T105216-5,T105216-5-0049,,,,WEIGHT,Weight,KIDNEYS,1.626,g,32,F
T105216-5,T105216-5-0049,,,,OWBW,Organ to Body Weight Ratio,LIVER,4.0385,%,32,F
T105216-5,T105216-5-0049,,,,WEIGHT,Weight,LIVER,8.634,g,32,F
T105216-5,T105216-5-0049,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.87656,%,32,F
T105216-5,T105216-5-0049,,,,WEIGHT,Weight,HEART,0.807,g,32,F
T105216-5,T105216-5-0049,,,,OWBW,Organ to Body Weight Ratio,HEART,0.37747,%,32,F
T105216-5,T105216-5-0008,,,,WEIGHT,Weight,BRAIN,2.056,g,32,M
T105216-5,T105216-5-0008,,,,OWBW,Organ to Body Weight Ratio,THYMUS,0.1227,%,32,M
T105216-5,T105216-5-0008,,,,WEIGHT,Weight,HEART,1.383,g,32,M
T105216-5,T105216-5-0008,,,,OWBW,Organ to Body Weight Ratio,HEART,0.47139,%,32,M
T105216-5,T105216-5-0008,,,,WEIGHT,Weight,LIVER,11.504,g,32,M
T105216-5,T105216-5-0008,,,,OWBW,Organ to Body Weight Ratio,LIVER,3.9211,%,32,M
T105216-5,T105216-5-0008,,,,WEIGHT,Weight,KIDNEYS,2.047,g,32,M
T105216-5,T105216-5-0008,,,,OWBW,Organ to Body Weight Ratio,KIDNEYS,0.69771,%,32,M
T105216-5,T105216-5-0008,,,,WEIGHT,Weight,TESTES,2.918,g,32,M
T105216-5,T105216-5-0008,,,,OWBW,Organ to Body Weight Ratio,TESTES,0.99458,%,32,M
T105216-5,T105216-5-0008,,,,WEIGHT,Weight,EPIDIDYMIDES,1.211,g,32,M
T105216-5,T105216-5-0008,,,,OWBW,Organ to Body Weight Ratio,EPIDIDYMIDES,0.41276,%,32,M
T105216-5,T105216-5-0008,,,,WEIGHT,Weight,PROSTATE GLAND,0.748,g,32,M
T105216-5,T105216-5-0008,,,,OWBW,Organ to Body Weight Ratio,PROSTATE GLAND,0.25495,%,32,M
T105216-5,T105216-5-0008,,,,WEIGHT,Weight,SEMINAL VESICLES,1.121,g,32,M
T105216-5,T105216-5-0008,,,,OWBW,Organ to Body Weight Ratio,SEMINAL VESICLES,0.38209,%,32,M
T105216-5,T105216-5-0008,,,,WEIGHT,Weight,ADRENAL GLANDS,0.047,g,32,M
T105216-5,T105216-5-0008,,,,OWBW,Organ to Body Weight Ratio,ADRENAL GLANDS,0.01602,%,32,M
T105216-5,T105216-5-0008,,,,WEIGHT,Weight,SPLEEN,0.556,g,32,M
T105216-5,T105216-5-0008,,,,OWBW,Organ to Body Weight Ratio,SPLEEN,0.18951,%,32,M
T105216-5,T105216-5-0008,,,,WEIGHT,Weight,THYMUS,0.36,g,32,M
T105216-5,T105216-5-0008,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.70077,%,32,M
T105216-5,T105216-5-0041,,,,WEIGHT,Weight,BRAIN,2.056,g,30,F
T105216-5,T105216-5-0041,,,,OWBW,Organ to Body Weight Ratio,BRAIN,0.87781,%,30,F
T105216-5,T105216-5-0041,,,,WEIGHT,Weight,HEART,0.813,g,30,F
T105216-5,T105216-5-0041,,,,OWBW,Organ to Body Weight Ratio,HEART,0.34711,%,30,F
T105216-5,T105216-5-0041,,,,WEIGHT,Weight,LIVER,9.502,g,30,F
T105216-5,T105216-5-0041,,,,OWBW,Organ to Body Weight Ratio,LIVER,4.0569,%,30,F
